Sample,X,Y,Z
923,-0.113,-0.051,1.094
924,0.102,-0.254,0.949
925,0.055,-0.516,0.898
926,0.094,-0.426,1.035
927,-0.133,-0.035,1.156
928,-0.172,-0.250,0.957
929,0.195,-0.523,0.801
930,0.027,-0.398,0.887
931,-0.059,-0.277,0.992
932,-0.023,-0.219,1.031
933,0.004,-0.066,1.062
934,-0.094,-0.363,0.879
935,0.340,-0.480,0.855
936,0.031,-0.133,1.047
937,0.105,-0.039,1.164
938,-0.121,-0.242,1.094
939,0.113,-0.348,1.020
940,0.000,-0.156,1.027
941,-0.004,-0.238,0.949
942,0.016,-0.387,0.934
943,0.016,-0.262,1.035
944,-0.246,-0.211,1.129
945,-0.125,-0.305,0.957
946,-0.020,-0.395,0.836
947,-0.004,-0.332,0.934
948,-0.109,-0.340,0.973
949,-0.113,-0.383,1.051
950,-0.129,-0.160,1.109
951,-0.027,-0.098,1.027
952,0.027,-0.363,0.770
953,0.172,-0.484,0.887
954,0.020,-0.156,1.152
955,-0.230,0.043,1.191
956,-0.020,-0.254,0.922
957,0.156,-0.465,0.910
958,0.129,-0.262,1.023
959,-0.156,-0.008,1.148
960,-0.094,-0.172,1.023
961,-0.004,-0.430,0.984
962,0.035,-0.320,0.992
963,-0.070,-0.164,1.020
964,0.078,-0.207,0.898
965,-0.082,-0.332,0.871
966,0.047,-0.344,1.016
967,-0.293,-0.316,1.094
968,0.074,-0.211,1.008
969,0.043,-0.152,0.938
970,0.070,-0.324,0.887
971,0.031,-0.430,1.004
972,-0.207,-0.262,1.160
973,-0.094,-0.121,1.117
974,0.062,-0.090,0.938
975,0.242,-0.285,0.812
976,0.047,-0.398,0.945
977,-0.094,-0.164,1.180
978,-0.234,-0.016,1.184
979,0.000,-0.160,1.008
980,0.465,-0.484,0.648
981,0.223,-0.316,0.832
982,-0.184,-0.055,1.094
983,-0.102,-0.312,1.188
984,-0.219,-0.223,1.191
985,0.031,-0.082,0.969
986,0.363,-0.648,0.613
987,0.125,-0.488,0.855
988,-0.152,-0.125,1.156
989,-0.168,-0.090,1.285
990,-0.227,-0.277,1.066
991,0.207,-0.500,0.965
992,0.188,-0.332,0.871
993,-0.105,-0.125,1.008
994,-0.418,-0.293,0.965
995,0.234,-0.531,0.949
996,-0.246,-0.227,1.105
997,0.195,0.102,1.098
998,-0.082,0.039,0.934
999,-0.266,-0.414,0.844
Rate 1353, overflows 0
