Sample,X,Y,Z
571,-0.016,0.020,0.859
572,0.090,0.016,0.926
573,0.062,-0.188,0.848
574,0.004,-0.195,0.941
575,0.074,-0.102,1.008
576,-0.105,0.082,1.078
577,-0.051,0.070,0.996
578,-0.133,-0.051,0.961
579,-0.035,-0.105,1.016
580,-0.125,-0.031,1.051
581,0.012,0.133,1.129
582,0.000,0.105,1.059
583,0.191,-0.023,0.918
584,0.270,0.012,0.879
585,0.191,0.051,0.906
586,0.059,-0.047,0.906
587,0.184,-0.008,0.980
588,-0.180,0.004,1.000
589,0.012,-0.004,0.969
590,-0.160,0.137,1.055
591,-0.156,0.090,1.066
592,-0.074,-0.242,0.965
593,-0.012,-0.133,1.078
594,-0.078,0.117,1.152
595,0.059,0.016,0.898
596,0.086,-0.180,0.852
597,0.125,-0.203,0.984
598,-0.141,-0.113,1.039
599,-0.234,-0.023,1.051
600,-0.102,-0.094,1.012
601,-0.156,0.008,1.059
602,-0.105,0.145,1.000
603,-0.051,-0.055,0.879
604,0.164,-0.121,0.941
605,0.008,0.043,1.031
606,0.145,0.184,1.027
607,0.078,0.078,0.906
608,0.199,-0.152,0.793
609,0.102,-0.059,0.914
610,-0.230,0.070,1.168
611,-0.172,-0.023,1.145
612,-0.090,0.012,1.086
613,-0.051,0.062,1.043
614,0.125,0.082,0.965
615,0.164,-0.090,0.859
616,0.164,-0.145,0.984
617,0.062,0.031,1.051
618,0.059,0.082,0.988
619,-0.039,-0.008,0.934
620,0.008,-0.133,0.922
621,-0.113,-0.031,1.023
622,-0.250,0.129,1.090
623,-0.277,0.090,1.098
624,-0.121,0.066,1.012
625,-0.078,0.016,0.922
626,0.191,0.062,0.902
627,-0.078,-0.008,0.848
628,0.176,-0.027,0.961
629,-0.172,-0.039,1.078
630,0.066,-0.133,1.039
631,-0.035,-0.129,0.957
632,0.094,0.043,1.012
633,-0.070,-0.066,1.020
634,-0.191,-0.320,1.039
635,-0.043,-0.273,1.125
636,0.219,0.172,1.156
637,-0.094,0.020,0.875
638,0.531,-0.230,0.742
639,0.051,-0.199,0.906
640,-0.324,-0.094,1.109
641,0.109,0.090,1.098
642,-0.141,0.230,1.020
643,0.035,0.195,0.867
644,0.020,-0.051,0.859
645,-0.238,0.023,1.039
646,-0.109,0.195,1.090
647,0.047,0.336,1.117
648,0.016,0.121,1.008
649,0.285,0.051,0.914
650,-0.125,-0.078,0.922
651,-0.023,-0.027,1.020
652,-0.113,-0.098,1.062
653,-0.051,-0.199,0.984
654,0.113,-0.121,0.988
655,-0.230,-0.039,1.012
656,-0.129,-0.090,1.004
657,-0.125,-0.180,0.969
658,0.051,-0.230,1.004
659,0.160,-0.031,1.008
660,0.062,0.086,0.934
661,0.047,-0.004,0.934
662,-0.055,-0.145,0.938
663,0.055,-0.125,1.031
664,0.012,0.109,1.047
665,0.000,0.191,0.980
666,0.176,-0.043,0.934
667,-0.004,-0.035,1.004
668,-0.008,0.090,1.078
669,0.207,0.180,1.016
670,0.156,-0.047,0.828
671,0.418,-0.121,0.902
672,0.016,0.062,1.086
673,-0.391,0.156,1.156
674,-0.094,0.012,1.027
675,-0.301,-0.285,0.980
676,-0.012,-0.051,1.109
677,-0.301,0.219,1.105
678,-0.188,-0.043,0.906
679,0.098,-0.227,0.773
680,0.195,0.027,0.969
681,-0.004,0.004,0.949
682,0.258,-0.074,0.887
683,-0.133,-0.156,0.973
684,0.027,0.105,1.090
685,-0.238,0.152,1.051
686,-0.012,-0.086,0.973
687,0.062,-0.082,0.996
688,-0.082,0.117,1.133
689,-0.074,0.152,1.133
690,0.094,-0.012,0.980
691,0.289,-0.129,0.844
692,0.266,-0.023,0.852
693,0.195,0.055,0.988
694,-0.082,-0.043,1.035
695,-0.004,-0.094,1.008
696,-0.098,-0.141,1.043
697,0.195,0.113,1.090
698,-0.242,0.004,0.922
699,0.117,-0.238,0.914
700,-0.066,-0.164,1.023
701,-0.129,0.031,1.023
702,-0.051,0.062,1.008
703,0.047,-0.180,0.848
704,0.016,-0.125,0.926
705,-0.297,0.172,1.105
706,-0.211,0.008,1.008
707,-0.129,-0.113,1.000
708,-0.234,0.164,1.055
709,-0.152,0.207,1.125
