Sample,X,Y,Z
593,0.102,0.258,0.867
594,0.566,-0.492,0.531
595,0.512,-0.605,0.629
596,-0.348,0.273,1.254
597,0.184,0.402,1.266
598,-0.156,-0.227,0.820
599,0.109,-0.055,0.930
600,-0.656,0.094,1.215
601,-0.527,0.016,1.250
602,-0.059,-0.387,0.977
603,0.203,0.180,1.078
604,0.051,0.504,1.062
605,0.449,-0.176,0.738
606,0.367,-0.801,0.574
607,0.172,0.004,1.031
608,-0.027,0.664,1.320
609,-0.012,-0.031,0.980
610,0.152,-0.352,0.824
611,-0.113,-0.113,0.961
612,-0.648,0.336,1.281
613,0.008,0.043,1.027
614,0.227,-0.223,0.812
615,-0.020,0.137,1.043
616,0.176,0.316,1.129
617,-0.152,-0.059,0.844
618,0.238,-0.293,0.723
619,0.039,0.062,1.051
620,-0.242,0.059,1.172
621,-0.090,-0.070,1.055
622,-0.453,-0.117,1.027
623,-0.043,-0.195,1.008
624,0.066,-0.121,1.027
625,0.141,0.008,0.930
626,0.180,-0.086,0.883
627,0.055,-0.035,1.023
628,0.051,0.035,1.094
629,0.180,0.074,0.930
630,-0.121,0.137,0.844
631,0.016,0.023,0.945
632,-0.414,-0.027,1.203
633,-0.441,-0.016,1.215
634,-0.156,-0.078,1.070
635,0.035,0.219,0.969
636,0.371,0.176,0.879
637,0.316,-0.367,0.754
638,0.383,-0.332,0.812
639,0.070,0.238,1.129
640,0.223,0.234,1.066
641,-0.055,-0.051,0.832
642,-0.152,-0.316,0.914
643,-0.527,-0.031,1.285
644,-0.410,0.074,1.234
645,-0.184,-0.004,1.047
646,0.156,0.145,0.836
647,0.156,-0.098,0.875
648,0.246,-0.254,0.898
649,-0.016,0.012,1.109
650,0.352,0.047,0.980
651,0.113,0.082,0.934
652,0.125,0.113,0.887
653,-0.102,-0.117,0.910
654,-0.594,-0.133,1.148
655,-0.188,0.039,1.289
656,-0.094,0.066,1.066
657,-0.055,0.188,0.910
658,0.406,-0.039,0.824
659,0.070,-0.289,0.746
660,0.008,-0.109,1.035
661,0.223,0.133,1.176
662,-0.227,-0.004,1.031
663,0.035,0.023,0.965
664,-0.250,-0.188,0.914
665,-0.156,-0.230,1.016
666,-0.219,0.008,1.164
667,0.105,0.086,1.082
668,0.168,0.066,0.934
669,0.426,0.035,0.895
670,0.117,-0.062,0.820
671,0.066,0.059,1.012
672,0.199,0.121,1.035
673,-0.172,0.062,0.973
674,-0.086,0.145,1.020
675,-0.406,0.004,1.051
676,-0.352,-0.223,1.043
677,0.016,-0.035,1.090
678,-0.152,0.062,0.961
679,0.395,-0.027,0.922
680,0.223,-0.168,0.930
681,0.207,-0.129,0.906
682,0.297,0.008,0.988
683,0.027,0.121,0.934
684,-0.004,0.008,0.926
685,-0.230,-0.117,1.039
686,-0.449,-0.051,1.203
687,-0.219,-0.039,1.133
688,-0.219,0.160,1.051
689,0.090,0.125,0.910
690,0.270,-0.141,0.789
691,-0.043,-0.191,0.902
692,0.168,-0.047,1.062
693,0.133,0.035,1.012
694,0.113,0.254,0.961
695,-0.012,-0.012,0.852
696,-0.137,-0.516,0.836
697,-0.500,-0.090,1.328
698,-0.191,0.195,1.320
699,-0.125,0.148,1.059
700,0.324,0.219,0.828
701,0.297,-0.348,0.625
702,0.188,-0.375,0.906
703,-0.125,0.340,1.262
704,0.223,0.207,1.074
705,0.070,0.082,0.785
706,0.059,-0.125,0.809
707,-0.273,-0.250,1.008
708,-0.680,0.008,1.273
709,-0.023,0.023,1.180
710,0.074,0.129,1.031
711,0.281,0.262,0.891
712,0.422,-0.207,0.699
713,0.336,-0.469,0.781
714,-0.215,0.199,1.191
715,0.320,0.383,1.223
716,-0.051,0.031,0.879
717,-0.117,-0.098,0.816
718,-0.207,-0.254,1.000
719,-0.922,-0.039,1.281
720,0.043,0.055,1.188
721,-0.059,-0.039,0.941
722,0.207,0.121,0.863
723,0.418,-0.023,0.832
724,-0.105,-0.227,0.844
725,0.223,-0.047,0.945
726,0.227,0.145,1.125
727,-0.410,0.156,0.996
728,0.035,-0.012,0.973
729,-0.613,-0.340,1.055
730,-0.453,-0.156,1.250
731,0.117,0.184,1.152
732,-0.039,0.098,0.945
733,0.617,-0.133,0.781
734,0.426,-0.223,0.828
735,0.160,-0.090,0.895
736,0.285,0.219,1.031
737,0.152,0.180,1.000
738,-0.164,-0.008,0.922
739,-0.363,-0.043,1.164
740,-0.762,-0.094,1.234
741,-0.082,0.012,1.152
742,-0.070,0.297,0.980
743,0.285,0.184,0.801
744,0.512,-0.328,0.711
745,0.148,-0.145,0.977
746,-0.016,0.141,1.098
747,0.375,0.000,0.996
748,-0.105,0.094,0.895
749,-0.188,-0.078,0.902
750,-0.387,-0.438,1.000
751,-0.781,-0.145,1.367
752,0.012,0.145,1.250
753,-0.148,0.156,0.914
754,0.496,-0.023,0.684
755,0.559,-0.355,0.691
756,-0.227,-0.062,1.082
757,-0.004,0.266,1.203
758,0.129,0.023,1.027
759,-0.180,0.105,0.938
760,-0.105,0.109,0.906
761,-0.465,-0.406,0.953
762,-0.277,-0.141,1.227
763,0.137,0.223,1.242
764,0.086,0.176,0.965
765,0.504,-0.047,0.777
766,0.547,-0.379,0.715
767,0.242,-0.293,0.812
768,0.242,-0.293,0.812
769,-0.012,0.305,1.230
770,0.098,0.277,1.102
771,-0.035,-0.176,0.895
772,-0.199,-0.051,1.094
773,-0.598,0.055,1.199
774,-0.129,-0.102,1.051
775,0.051,-0.066,0.965
776,0.195,0.109,0.984
777,0.207,0.016,0.918
778,0.086,-0.074,0.852
779,0.195,-0.133,0.938
780,0.098,-0.004,0.938
781,-0.207,0.211,0.984
782,-0.117,0.184,0.961
783,-0.625,-0.094,1.023
784,-0.441,-0.168,1.234
785,-0.160,-0.105,1.074
786,-0.168,0.203,1.066
787,0.188,0.141,0.883
788,0.375,-0.391,0.711
789,0.332,-0.426,0.844
790,-0.059,0.227,1.191
791,0.121,0.164,1.043
792,-0.020,-0.246,0.891
793,-0.031,-0.191,1.035
794,-0.520,-0.062,1.207
795,-0.199,0.090,1.125
796,0.176,0.027,0.934
797,0.418,0.062,0.816
798,0.297,-0.039,0.879
799,0.254,-0.016,1.059
800,-0.031,0.164,1.016
801,0.207,0.027,0.957
802,0.195,0.035,0.945
803,-0.172,0.215,0.973
804,-0.277,-0.016,1.043
805,-0.469,-0.242,1.113
806,-0.172,-0.051,1.164
807,0.133,0.129,1.000
808,0.141,0.164,0.855
809,0.273,-0.180,0.738
810,0.293,-0.320,0.836
811,-0.332,0.125,1.094
812,0.191,0.254,1.148
813,-0.137,0.098,0.832
814,-0.344,-0.012,0.840
815,-0.320,-0.121,1.199
816,-0.320,-0.121,1.199
817,-0.875,-0.145,1.316
818,0.059,-0.168,1.141
819,-0.020,0.242,1.035
820,0.332,0.121,0.766
821,0.672,-0.508,0.672
822,0.215,-0.516,0.828
823,-0.105,0.297,1.258
824,0.371,0.262,1.098
825,-0.117,-0.066,0.863
826,0.055,-0.117,0.895
827,-0.418,-0.137,1.074
828,-0.844,0.055,1.305
829,0.098,0.051,1.223
830,0.016,0.020,0.883
831,0.418,0.289,0.926
832,0.449,0.059,0.777
833,0.348,-0.570,0.469
834,0.262,-0.156,0.992
835,-0.254,0.621,1.449
836,-0.176,-0.008,1.074
837,0.098,-0.270,0.816
838,-0.375,-0.117,1.016
839,-0.277,0.105,1.215
840,-0.309,0.043,1.098
841,0.285,-0.062,0.973
842,0.336,0.035,0.836
843,0.051,0.152,0.988
844,0.086,-0.035,0.977
845,-0.109,-0.145,0.934
846,-0.059,-0.043,0.988
847,-0.090,0.191,1.062
848,-0.219,0.082,0.961
849,-0.273,-0.254,0.883
850,-0.199,-0.230,1.090
