Sample,X,Y,Z
925,-0.422,-0.012,1.027
926,-0.375,-0.008,1.043
927,-0.254,-0.031,0.980
928,-0.242,-0.191,0.945
929,0.117,0.000,1.035
930,-0.191,0.137,1.008
931,0.191,-0.070,0.852
932,0.117,-0.160,0.895
933,-0.098,0.004,1.020
934,-0.176,0.090,1.043
935,-0.480,-0.039,1.039
936,-0.324,-0.090,1.160
937,-0.367,-0.004,1.141
938,-0.273,0.012,1.039
939,-0.031,0.035,0.895
940,-0.051,-0.008,0.824
941,-0.047,-0.070,0.949
942,-0.145,-0.055,1.035
943,-0.191,0.090,0.988
944,-0.391,0.086,0.902
945,-0.344,-0.105,0.930
946,-0.367,-0.062,1.031
947,-0.473,0.008,1.074
948,-0.359,0.203,1.070
949,-0.422,0.047,0.965
950,-0.164,-0.070,0.902
951,-0.262,0.043,1.082
952,-0.355,0.035,1.012
953,-0.336,-0.023,0.949
954,-0.309,-0.082,1.008
955,-0.309,-0.125,1.031
956,-0.438,-0.051,0.961
957,-0.305,-0.008,0.875
958,-0.406,-0.160,0.918
959,-0.145,-0.012,1.004
960,-0.344,0.074,1.059
961,-0.168,0.078,0.977
962,-0.188,0.059,0.906
963,-0.090,0.008,0.973
964,-0.230,-0.098,1.016
965,-0.203,-0.035,1.109
966,-0.195,0.121,1.020
967,-0.262,-0.043,0.973
968,-0.078,-0.133,1.031
969,-0.273,-0.125,1.012
970,-0.113,0.027,1.039
971,-0.242,0.160,1.000
972,-0.328,0.012,0.871
973,-0.199,-0.188,0.973
974,-0.332,-0.020,1.098
975,-0.457,0.121,0.992
976,-0.375,0.016,0.910
977,-0.344,-0.043,1.004
978,-0.230,-0.098,0.965
979,-0.336,-0.094,0.863
980,-0.176,0.121,0.957
981,-0.309,0.094,1.000
982,-0.414,-0.168,0.973
983,-0.051,-0.191,1.047
984,-0.051,-0.191,1.047
985,-0.367,0.090,1.027
986,-0.250,0.199,0.961
987,-0.297,-0.070,0.938
988,-0.262,-0.145,1.082
989,-0.316,0.090,1.109
990,-0.438,0.105,0.934
991,-0.160,-0.031,0.902
992,-0.387,0.039,1.051
993,-0.406,-0.027,1.062
994,-0.281,-0.207,0.969
995,-0.230,-0.141,0.980
996,-0.160,0.129,1.051
997,-0.246,0.102,0.902
998,-0.031,-0.270,0.715
999,-0.230,-0.180,0.980
Rate 1348, overflows 0
